,Make,Model,Buyer_Gender,Buyer_Age,Buzzword,Country,City,Dealer_Latitude,Dealer_Longitude,Color,New_Car,Purchase_Date,Sale_Price,Discount,Resell_Price,5-yr_Depreciation,Top_Speed,0-60_Time
6494,GMC,Sonoma Club,Female,54,utilisation,Paraguay,Asunción,-25.2637399,-57.575926,Orange,True,2005-02-24,19545.04,0.0589,35211.89,0.22,151.6,9.4
6495,Suzuki,Swift,Male,37,global,Indonesia,Kliwon Cibingbin,-7.0583,108.7592,Turquoise,True,2006-12-14,99704.14,0.1281,40188.32,0.19,137.1,5.6
6496,Infiniti,I,Male,46,Graphical User Interface,China,Sanxing,29.763892,121.513271,Orange,True,2007-07-07,99764.34,0.2844,8152.03,0.21,184.1,7.2
6497,Mercury,Grand Marquis,Female,20,context-sensitive,China,Nubma,41.3212232,-72.8647203,Green,False,2007-03-11,95383.37,0.672,5551.89,0.2,224.9,7.0
6498,Subaru,Forester,Male,40,object-oriented,Croatia,Podstrana,42.9228102,17.1657568,Orange,True,2012-12-11,83710.97,0.644,3044.65,0.2,190.6,7.2
6499,Cadillac,Escalade,Female,40,conglomeration,Peru,Layo,-14.50557,-71.155296,Orange,True,2012-06-15,61293.41,0.191,13968.87,0.06,235.2,10.9
6500,Subaru,XT,Female,74,stable,Indonesia,Jayawangi,-6.8333257,106.6971352,Goldenrod,False,2008-04-13,52838.1,0.1456,7603.01,0.11,168.2,5.9
6501,GMC,Savana 2500,Female,75,adapter,Tunisia,Al Mazzūnah,34.5773859,9.8431866,Green,True,2006-02-17,77278.89,0.1285,44406.63,0.05,219.6,7.7
6502,Ferrari,612 Scaglietti,Female,44,Open-architected,China,Shimen,29.584292,111.380014,Red,True,2017-05-23,88542.95,0.5503,9247.75,0.25,189.8,8.2
6503,Ford,Edge,Female,60,access,Indonesia,Baratleke,-6.9506,112.9961,Violet,False,2009-07-09,12501.36,0.2965,4847.38,0.24,156.9,4.3
6504,Ford,Edge,Female,73,zero administration,China,Zhangjiafang,31.875572,120.556005,Green,False,2017-04-14,72462.68,0.1161,13607.77,0.14,141.3,12.2
6505,GMC,Sierra 3500,Female,52,Ameliorated,Czech Republic,Chroustovice,49.9555247,15.9914362,Purple,False,2011-04-21,57989.1,0.3498,15493.51,0.09,180.2,3.0
6506,Jeep,Patriot,Male,52,collaboration,China,Kuanghe,36.3081761,115.7834972,Turquoise,False,2011-06-01,92413.77,0.2392,24147.97,0.06,225.0,2.3
6507,Chevrolet,Tahoe,Male,30,context-sensitive,Philippines,Laguilayan,6.6753696,124.5444219,Goldenrod,True,2006-01-30,32008.94,0.2791,24606.04,0.05,142.0,4.5
6508,Ford,E150,Male,45,Face to face,Portugal,Santa Cristina Couto,41.3258441,-8.4786662,Yellow,False,2014-05-02,59154.48,0.5464,22279.03,0.02,166.1,6.0
6509,Pontiac,Firebird,Male,60,Reduced,China,Dasiping,41.318142,124.719659,Crimson,False,2016-03-15,25152.95,0.637,22214.28,0.21,157.2,12.8
6510,Audi,riolet,Male,55,complexity,Colombia,Milán,1.33546,-75.51081,Red,True,2016-12-10,40988.12,0.3152,28606.66,0.2,162.8,7.6
6511,Lamborghini,Diablo,Male,46,Inverse,Brazil,Barão de Melgaço,-16.9163431,-56.0249982,Yellow,True,2017-03-04,54102.02,0.2938,27566.92,0.02,239.1,12.5
6512,Chevrolet,Cavalier,Female,42,object-oriented,Peru,Yaurisque,-13.67337,-71.925346,Teal,True,2014-11-23,38975.28,0.0545,34176.03,0.14,129.1,13.8
6513,Aston Martin,Virage,Female,26,user-facing,Egypt,Luxor,25.6872431,32.6396357,Yellow,True,2003-04-26,20197.69,0.034,20266.81,0.24,237.0,10.2
6514,BMW,X5,Male,59,Expanded,Russia,Mukhen,48.103358,135.672144,Red,False,2008-03-06,43530.54,0.6597,15088.74,0.01,206.1,3.9
6515,Volkswagen,Corrado,Male,20,conglomeration,El Salvador,Rosario de Mora,13.5742541,-89.2062985,Green,True,2011-09-09,81072.96,0.5498,10701.26,0.19,238.6,7.0
6516,Mercury,Marquis,Male,47,Synergized,China,Daixi,30.66044,120.013991,Indigo,False,2005-06-26,68693.65,0.473,7627.04,0.11,166.9,11.0
6517,Porsche,Cayman,Male,46,background,Kyrgyzstan,Gul’cha,40.3132524,73.4445392,Purple,True,2002-07-28,71344.06,0.3881,25601.21,0.11,163.5,11.1
6518,Mercedes-Benz,W201,Female,72,Progressive,Canada,Ladner,49.08938,-123.08241,Indigo,False,2018-09-12,11118.36,0.3595,12305.5,0.02,165.8,14.9
6519,Mitsubishi,Galant,Female,29,intermediate,Paraguay,Colonia Yguazú,-25.4372113,-55.093449,Crimson,True,2020-07-25,38461.74,0.2807,29976.35,0.13,222.4,10.9
6520,Ford,Flex,Female,37,Switchable,Russia,Primorskiy,44.4990862,38.1368927,Mauv,False,2009-05-07,76619.75,0.299,48879.37,0.21,198.9,13.4
6521,Mercedes-Benz,S-Class,Female,46,attitude,Indonesia,Balungkopi,-8.2933192,113.5384156,Aquamarine,False,2007-04-05,70558.92,0.634,42541.37,0.17,128.0,8.4
6522,Chevrolet,Corvette,Male,26,task-force,China,Qingyun,37.775349,117.385256,Mauv,True,2009-04-09,21856.15,0.6812,24353.85,0.17,128.1,11.5
6523,Aston Martin,DBS,Female,20,empowering,Indonesia,Seren Barat,-7.6838962,109.9764822,Maroon,True,2020-06-05,49319.16,0.3366,39974.75,0.14,172.8,2.6
6524,Hyundai,Excel,Female,73,empowering,China,Liutao,39.5969371,116.0715378,Pink,False,2017-04-03,98550.04,0.3949,18238.03,0.15,167.0,4.3
6525,Mazda,Millenia,Female,26,collaboration,China,Longlou,37.646108,120.477813,Mauv,True,2014-11-24,58303.68,0.4044,27499.47,0.06,247.3,3.8
6526,Mazda,B-Series Plus,Female,32,methodology,Indonesia,Taraan,3.3273599,117.5785049,Purple,True,2007-09-09,54406.56,0.5862,15172.05,0.07,136.7,11.9
6527,Ford,Econoline E150,Male,46,function,North Korea,Hŭkkyo-ri,38.79861,125.79194,Yellow,True,2012-09-30,36288.56,0.5083,43922.99,0.11,192.4,13.5
6528,Lincoln,Town Car,Female,26,Assimilated,Indonesia,Bulakan,-6.2020256,105.8466437,Maroon,False,2005-09-17,84050.2,0.1262,9949.27,0.18,143.8,5.6
6529,Oldsmobile,Cutlass Supreme,Female,24,explicit,Indonesia,Cerme Kidul,-7.2331881,112.5692082,Purple,True,2018-08-27,33450.56,0.6418,6740.95,0.08,206.0,6.7
6530,GMC,Suburban 2500,Female,58,contextually-based,China,Changgai,30.577776,99.197234,Khaki,False,2019-04-27,32215.16,0.415,39431.36,0.07,132.2,3.5
6531,Audi,A8,Female,37,Ameliorated,Indonesia,Sidamulya Satu,-6.90572,109.01489,Green,True,2009-05-09,56986.79,0.3569,20995.65,0.11,143.8,11.2
6532,Hyundai,Scoupe,Female,33,full-range,Philippines,Tongouson,5.0214,120.1328,Turquoise,True,2018-05-11,75900.27,0.4162,33557.39,0.02,163.1,7.1
6533,Honda,Odyssey,Female,63,Future-proofed,Tunisia,Banī Khaddāsh,33.25,10.2,Pink,True,2011-07-04,21392.9,0.3172,24898.12,0.12,178.1,12.1
6534,Dodge,Avenger,Male,38,static,Canada,Burgeo,47.61668,-57.61516,Fuscia,False,2014-07-19,70520.57,0.4589,29707.05,0.1,140.9,8.5
6535,Ford,Thunderbird,Male,56,neutral,Indonesia,Payaman,-7.4255209,110.2266293,Yellow,False,2016-06-24,66305.2,0.1883,8824.84,0.08,149.8,6.0
6536,Mitsubishi,Eclipse,Male,71,Mandatory,Portugal,Santo António da Charneca,38.6271104,-9.0346456,Blue,True,2011-05-10,36600.93,0.6674,32113.41,0.18,179.9,6.8
6537,Honda,Pilot,Male,55,Customer-focused,Ethiopia,Gewanē,10.1641809,40.6499135,Teal,False,2006-06-14,67107.89,0.1242,3728.1,0.21,204.3,10.1
6538,Chrysler,Sebring,Female,63,Enterprise-wide,Haiti,Torbeck,18.1646497,-73.8110279,Fuscia,True,2016-06-19,48940.38,0.2571,18551.51,0.03,194.8,8.8
6539,Lexus,LS,Female,42,concept,Czech Republic,Příšovice,50.578132,15.0839052,Indigo,False,2018-03-08,80186.36,0.48,14068.43,0.08,225.8,10.9
6540,Honda,CR-V,Male,60,24-Jul,France,Ajaccio,46.6473105,0.813275,Puce,True,2010-11-05,18162.31,0.1356,47184.58,0.23,149.4,11.5
6541,Lincoln,Town Car,Female,52,Versatile,Russia,Tolstoy-Yurt,43.446712,45.7756846,Puce,False,2008-08-07,21162.5,0.4259,18435.52,0.21,146.7,13.4
6542,Chevrolet,Corvette,Female,58,Networked,Portugal,Rio,41.3398084,-8.1462729,Teal,False,2008-02-23,91434.32,0.6919,40164.78,0.15,201.0,12.1
6543,Audi,A4,Female,35,access,Mongolia,Badrah,49.615051,101.9927979,Pink,False,2014-04-29,12151.09,0.6523,49345.4,0.08,181.5,2.7
6544,Toyota,Celica,Male,38,Function-based,Japan,Niitsu-honchō,37.7977942,139.1253637,Red,False,2016-05-21,77322.5,0.5704,9746.93,0.18,123.3,4.9
6545,Mazda,MPV,Female,62,composite,Ireland,Castlebridge,53.378253,-6.5853664,Yellow,True,2003-04-12,70613.43,0.6524,38317.93,0.01,187.7,7.8
6546,Infiniti,QX56,Female,39,Robust,United States,Torrance,33.8101772,-118.3520389,Puce,False,2019-01-10,72838.21,0.2827,12770.36,0.17,179.7,10.1
6547,Ford,Focus,Female,58,Optimized,Indonesia,Cileles,-6.5079856,106.0875326,Crimson,False,2004-11-02,21936.18,0.6976,48415.96,0.03,140.4,14.2
6548,Jaguar,X-Type,Female,53,Decentralized,Poland,Parczew,51.64027,22.9003199,Aquamarine,True,2011-12-10,58309.25,0.5683,23273.71,0.21,122.1,11.5
6549,Pontiac,G5,Female,72,modular,Poland,Maniowy,49.4562624,20.2835741,Pink,False,2011-06-22,90608.97,0.4599,3057.24,0.13,216.8,7.7
6550,Chevrolet,Silverado 2500,Male,54,multimedia,Malaysia,Kota Bharu,6.1097207,102.2462087,Khaki,False,2007-05-23,35006.64,0.1773,42826.92,0.07,180.3,9.9
6551,Jaguar,XJ,Female,31,non-volatile,Afghanistan,Jalālābād,34.4198488,70.4729434,Mauv,False,2005-12-28,82602.5,0.6271,8398.82,0.02,197.1,4.7
6552,Ford,Expedition,Male,51,installation,Sweden,Uppsala,59.8419074,17.5964867,Indigo,True,2014-08-31,37701.64,0.1716,28874.49,0.09,193.9,12.2
6553,Hummer,H2,Female,58,database,Argentina,Carhué,-34.6738798,-58.4933597,Pink,True,2007-09-05,43623.71,0.6716,30716.16,0.11,205.4,13.0
6554,Chevrolet,Silverado 3500,Male,59,challenge,Mali,Kolondiéba,11.0915371,-6.8914024,Khaki,True,2020-11-25,13015.34,0.5996,45389.02,0.05,134.4,13.7
6555,Aston Martin,V8 Vantage,Female,74,methodical,Greece,Skýros,38.8162965,24.5955356,Indigo,False,2003-04-17,36615.96,0.4701,2753.05,0.05,186.2,14.5
6556,Chevrolet,Impala,Female,61,Public-key,Argentina,Concordia,-34.6020021,-58.5006278,Mauv,False,2013-11-12,56364.98,0.4964,2655.55,0.23,125.9,13.8
6557,Volkswagen,Jetta,Male,65,Networked,Peru,Alis,-12.2800422,-75.7863836,Crimson,False,2004-07-14,36670.77,0.444,2514.06,0.22,126.3,7.1
6558,Suzuki,Grand Vitara,Female,68,cohesive,South Africa,Bronkhorstspruit,-25.6962731,28.7023068,Goldenrod,True,2017-07-31,78295.1,0.0647,48844.09,0.21,133.3,10.4
6559,Ford,Expedition EL,Male,44,Managed,France,Remiremont,48.0515029,6.535628,Maroon,True,2016-09-02,13343.49,0.0804,48976.06,0.17,155.5,2.0
6560,Ford,Probe,Female,59,Multi-channelled,China,Taozhuang,30.964593,120.780294,Teal,True,2007-08-27,71498.87,0.2665,41318.28,0.08,224.9,5.0
6561,GMC,Yukon,Male,63,utilisation,China,Miaoling,42.896428,130.585349,Aquamarine,True,2007-03-17,56966.12,0.0592,40221.74,0.25,231.6,5.4
6562,Mitsubishi,Eclipse,Female,73,paradigm,Norway,Oslo,59.9036118,10.7674764,Green,False,2006-06-28,11418.95,0.164,22685.08,0.24,209.7,8.5
6563,Chevrolet,Corvette,Male,21,definition,China,Rongxiang,30.630173,120.565098,Aquamarine,True,2006-03-11,13495.12,0.3763,46158.46,0.2,191.9,3.6
6564,Lexus,SC,Male,40,Versatile,Germany,Hannover,52.3723858,9.6890537,Teal,False,2019-02-21,27834.68,0.2923,14355.08,0.08,142.2,8.1
6565,Mitsubishi,Mirage,Female,68,task-force,Venezuela,Bailadores,8.2563795,-71.8260021,Teal,False,2010-03-22,81275.34,0.465,11871.74,0.24,151.2,13.2
6566,Mercedes-Benz,G-Class,Male,71,Mandatory,Vietnam,Phủ Thông,22.2724243,105.8804085,Green,True,2005-12-02,38905.04,0.2534,5822.24,0.09,123.3,9.7
6567,Volvo,C70,Female,67,hierarchy,China,Xiangquan,36.756621,104.794074,Crimson,False,2012-03-05,48508.8,0.6346,2833.66,0.03,161.1,11.9
6568,Volvo,C30,Female,51,customer loyalty,Russia,Sviblovo,55.85611,37.669967,Red,False,2013-10-29,69030.24,0.4023,27554.08,0.21,199.0,12.7
6569,Hyundai,Elantra,Female,74,array,China,Huibu,35.408609,117.146885,Yellow,False,2008-12-08,62522.51,0.3905,32636.66,0.13,212.2,7.7
6570,Dodge,Dakota Club,Male,21,Customer-focused,China,Shinan,36.075651,120.412392,Mauv,True,2003-08-23,89792.59,0.0632,16949.6,0.22,243.7,4.6
6571,Dodge,Avenger,Female,45,Customer-focused,Ukraine,Kamieniec Podolski,48.6967162,26.5825364,Yellow,False,2015-05-10,47782.86,0.5105,41562.61,0.09,150.8,5.9
6572,Toyota,T100,Male,21,task-force,Indonesia,Pojok,-7.8169756,111.9790773,Aquamarine,False,2010-05-26,84728.63,0.3295,10968.74,0.2,237.8,10.8
6573,Ford,F350,Male,56,concept,Russia,Sovetsk,57.5780197,48.9602971,Yellow,True,2003-05-11,78060.11,0.4109,34166.93,0.11,191.6,12.8
6574,Lincoln,Navigator,Female,65,next generation,China,Xuri,31.988669,100.682238,Orange,True,2015-09-28,57401.85,0.3846,21677.62,0.21,225.7,8.0
6575,Dodge,Challenger,Female,25,methodology,Albania,Kthella e Epërme,41.81194,20.05889,Aquamarine,False,2015-07-06,73781.52,0.2327,6341.07,0.02,136.6,3.0
6576,Chevrolet,S10,Male,60,Organized,Pakistan,Māmu Kānjan,30.7879384,72.7289812,Pink,False,2012-04-07,52487.59,0.3552,11082.59,0.03,127.0,9.0
6577,Chevrolet,Express 3500,Male,29,open architecture,Indonesia,Tebon,-7.5629468,111.4559084,Teal,True,2016-07-19,46708.66,0.2331,45275.1,0.04,233.1,14.0
6578,Toyota,Camry,Female,70,local area network,China,Boshi,30.6514558,104.08491,Puce,False,2019-05-28,19012.68,0.0641,34818.92,0.09,235.9,5.5
6579,BMW,7 Series,Male,22,model,China,Jiangwan,46.585652,123.915392,Maroon,True,2002-10-17,25962.63,0.1558,36386.57,0.23,123.6,3.4
6580,Dodge,Durango,Female,64,De-engineered,China,Xiangshan,29.476705,121.869339,Indigo,True,2016-10-08,88785.4,0.6617,33126.24,0.07,201.6,5.9
6581,BMW,M5,Female,70,encoding,Poland,Zaniemyśl,52.1567272,17.1602866,Turquoise,True,2005-10-31,21769.41,0.4573,36280.41,0.03,128.0,6.5
6582,Chevrolet,Corvette,Male,31,framework,Kazakhstan,Esil,51.9534228,66.4121857,Green,True,2012-07-27,78740.73,0.21,49261.48,0.04,127.4,2.9
6583,Lexus,SC,Female,74,Extended,Philippines,Caibiran,11.57256,124.574799,Teal,False,2015-10-07,43166.06,0.0233,46949.69,0.2,196.7,10.5
6584,Lamborghini,Countach,Male,70,instruction set,China,Dolati,46.013979,83.663731,Blue,True,2008-03-07,33148.0,0.2239,6453.5,0.19,197.0,5.2
6585,Toyota,Solara,Female,61,grid-enabled,Sweden,Ulricehamn,57.7947889,13.4205162,Mauv,False,2009-01-15,75858.57,0.1296,10209.21,0.09,211.5,2.8
6586,Chevrolet,Suburban 1500,Male,49,fresh-thinking,China,Sanmiaoqian,28.976995,116.762907,Goldenrod,False,2009-10-26,60163.06,0.3522,46412.79,0.18,128.2,2.8
6587,Mercedes-Benz,SL-Class,Male,46,object-oriented,Indonesia,Kampungdesa,3.205886,101.5957199,Crimson,True,2020-04-13,84828.53,0.1967,28584.54,0.09,153.0,11.4
6588,Volkswagen,Passat,Male,69,local,Kazakhstan,Oral,51.227821,51.3865431,Red,True,2014-08-02,91054.88,0.0662,32525.14,0.06,157.2,13.6
6589,Ford,LTD Crown Victoria,Male,53,time-frame,Sweden,Jokkmokk,66.6037775,19.7799895,Purple,False,2006-01-20,20806.66,0.22,27169.15,0.21,183.0,13.4
6590,Audi,A8,Female,55,foreground,Russia,Lefortovo,55.7646,37.6911,Khaki,True,2019-07-10,83874.25,0.2967,22420.0,0.02,180.6,5.7
6591,Ford,Crown Victoria,Female,55,Decentralized,China,Tanshan,39.630867,118.180193,Teal,True,2012-07-25,14815.43,0.3888,37742.12,0.2,247.0,3.7
6592,Honda,Odyssey,Female,54,Re-contextualized,Norway,Oslo,59.9416014,10.8972927,Violet,False,2011-12-19,31677.12,0.3669,12051.31,0.12,127.6,4.2
6593,Dodge,Ram Van 3500,Female,74,analyzing,Russia,Plavsk,53.7111077,37.29209,Fuscia,False,2011-08-28,88809.09,0.5798,3288.68,0.21,177.9,2.6
6594,Saab,09-Mar,Female,47,value-added,Vietnam,Tân Trụ,10.5280095,106.4994889,Purple,False,2020-06-06,45498.42,0.3727,18157.73,0.07,245.3,4.9
6595,Ford,F350,Female,59,moratorium,Mongolia,Rashaant,49.1169513,101.449837,Teal,True,2004-06-22,35867.86,0.1333,31755.51,0.22,156.8,12.3
6596,Honda,Accord,Female,68,synergy,Poland,Czernikowo,52.9468825,18.9379685,Violet,False,2019-06-12,32477.2,0.5833,35178.15,0.02,211.3,5.0
6597,Nissan,Rogue,Male,24,dynamic,Brazil,Lajedo,-8.6866263,-36.2847751,Aquamarine,True,2012-11-28,97488.36,0.2683,4073.29,0.18,120.8,4.2
6598,Hyundai,Sonata,Male,22,matrices,China,Shijiazhai,38.042805,114.514893,Purple,False,2013-04-29,62158.97,0.3383,41786.16,0.12,142.8,10.7
6599,Toyota,Yaris,Female,60,maximized,Poland,Sobienie Jeziory,51.9328106,21.3032807,Turquoise,False,2007-11-10,14212.9,0.3237,40138.25,0.08,243.9,5.8
6600,Mercury,Mountaineer,Male,31,Programmable,Ukraine,Vynohradiv,48.1463491,23.0302123,Violet,True,2005-12-03,12019.36,0.6052,42879.99,0.21,197.0,7.8
6601,Mercedes-Benz,600SEL,Female,57,functionalities,China,Jianyangping,31.421061,103.064018,Indigo,False,2018-03-18,94267.28,0.4901,46995.66,0.22,171.3,11.9
6602,Oldsmobile,Cutlass Supreme,Female,67,Synergized,Peru,Huayana,-13.1562092,-72.5464495,Pink,False,2011-02-11,88910.11,0.2392,32906.22,0.18,196.4,12.1
6603,Volkswagen,Cabriolet,Male,28,Fundamental,Colombia,Fundación,10.5289556,-73.7242486,Crimson,True,2011-05-09,54405.01,0.1977,27703.49,0.2,214.9,7.1
6604,Jaguar,XJ,Female,40,even-keeled,Georgia,Shorapani,42.0943874,43.080345,Pink,True,2018-11-24,71709.3,0.1501,9519.6,0.21,142.6,11.1
6605,Chrysler,LeBaron,Female,46,customer loyalty,Mexico,La Cañada,19.4511972,-99.2401069,Fuscia,False,2004-03-19,78981.48,0.3822,42661.22,0.12,208.3,6.5
6606,Aptera,2e,Male,73,middleware,Russia,Chernyakhovsk,54.6437754,21.780179,Goldenrod,True,2008-07-12,47278.26,0.5538,31943.94,0.03,143.1,9.9
6607,Dodge,Colt,Male,20,Object-based,United States,Toledo,41.6560291,-83.666758,Puce,True,2011-02-20,33310.11,0.1559,3470.73,0.06,122.1,13.1
6608,Lincoln,Town Car,Male,46,implementation,Serbia,Novi Bečej,45.6011009,20.1415393,Blue,False,2010-04-10,64605.33,0.1956,3509.4,0.11,125.2,3.1
6609,Hyundai,Sonata,Male,68,Persistent,Armenia,Lerrnanist,40.4670674,44.7899209,Maroon,False,2003-09-27,65609.71,0.1613,9301.41,0.2,216.4,12.5
6610,Chevrolet,Tahoe,Male,49,database,France,Ajaccio,46.6473105,0.813275,Pink,True,2009-12-17,89733.52,0.3125,39869.4,0.14,210.4,9.1
6611,Ford,Focus ST,Female,71,pricing structure,Guinea,Youkounkoun,12.5322527,-13.1221388,Maroon,True,2015-04-28,22702.37,0.1273,19993.41,0.05,188.6,6.9
6612,Oldsmobile,Bravada,Female,25,Proactive,Czech Republic,Otaslavice,49.3883262,17.0710865,Orange,False,2002-06-06,22329.56,0.0834,42579.39,0.13,232.7,14.7
6613,Ford,Expedition EL,Female,66,Future-proofed,China,Zengguang,39.0527074,116.9237911,Green,True,2011-03-31,54240.44,0.3223,21470.02,0.16,212.5,12.9
6614,Mitsubishi,Chariot,Female,21,paradigm,Russia,Irkutsk,52.2445931,104.2483085,Maroon,True,2011-12-18,88544.58,0.3081,19746.18,0.12,227.9,12.4
6615,Mazda,B-Series,Male,25,De-engineered,Albania,Divjakë,40.996725,19.5270566,Blue,True,2020-05-16,46084.75,0.5465,18726.55,0.03,164.5,4.8
6616,Chevrolet,Tahoe,Male,68,service-desk,China,Tujing,25.489999,103.796167,Orange,True,2015-12-26,37753.7,0.1589,16632.23,0.24,219.1,9.4
6617,Volkswagen,Jetta,Male,46,software,Indonesia,Panayagan,-7.3518129,108.1110423,Teal,True,2012-11-20,74331.79,0.3657,41291.39,0.2,234.0,5.5
6618,Mercury,Sable,Female,40,adapter,Tanzania,Namalenga,-6.7748883,39.2693652,Green,False,2008-05-10,22180.69,0.266,49681.28,0.17,123.9,6.0
6619,Mercury,Cougar,Female,65,approach,Russia,Divnoye,45.8697083,43.3478599,Teal,True,2012-12-22,45320.39,0.6091,2408.84,0.16,191.2,12.4
6620,Toyota,Avalon,Male,26,3rd generation,Brazil,Trindade,-7.740099,-40.2884386,Blue,False,2016-05-23,98633.93,0.3483,29071.43,0.16,164.0,3.5
6621,Toyota,Sequoia,Male,33,Organized,United Kingdom,Aston,52.684744,-2.569913,Goldenrod,False,2007-12-07,20411.43,0.0692,23633.39,0.12,232.1,10.4
6622,Buick,Skylark,Male,34,bandwidth-monitored,Brazil,Bastos,-21.9221397,-50.7317774,Mauv,True,2002-11-09,39920.98,0.5512,10861.23,0.11,125.0,2.5
6623,Hummer,H3T,Female,73,Quality-focused,Bulgaria,Dulovo,43.7624891,27.2163113,Pink,False,2002-05-22,87137.02,0.3869,19196.71,0.21,124.4,5.1
6624,Mazda,MX-5,Male,29,Configurable,Brazil,Cachoeiro de Itapemirim,-20.8478935,-41.1162273,Turquoise,False,2006-07-24,42652.96,0.3175,25704.29,0.13,236.5,4.4
6625,Ford,F150,Female,68,Managed,Indonesia,Tegalalang,-8.3921715,115.2956118,Crimson,True,2009-07-13,33649.62,0.1739,17592.22,0.08,225.3,4.0
6626,Pontiac,Bonneville,Female,44,foreground,China,Shuangcheng,45.383263,126.3127449,Goldenrod,True,2016-12-24,56051.49,0.4279,14433.61,0.07,142.4,14.2
6627,Pontiac,Trans Sport,Female,24,Upgradable,Armenia,Armash,39.76624,44.8087498,Khaki,True,2003-04-24,31093.26,0.068,21496.22,0.05,210.1,9.1
6628,Chrysler,Sebring,Male,23,value-added,Thailand,Khong Chai,17.8963357,101.6578336,Aquamarine,False,2019-12-02,51121.4,0.4667,26923.68,0.03,199.9,6.8
6629,Volkswagen,Eurovan,Female,62,hardware,Canada,Princeville,46.152911,-71.885445,Mauv,False,2016-04-12,78805.88,0.5949,28603.25,0.21,221.5,12.6
6630,Saab,09-Mar,Male,29,Open-source,Bahrain,Madīnat ‘Īsá,26.1656051,50.5523828,Fuscia,True,2009-01-04,46851.3,0.4577,20061.83,0.08,160.5,6.1
6631,GMC,Yukon XL 1500,Female,67,Inverse,Indonesia,Kowingir,-9.4583,120.0497,Puce,True,2008-05-23,22088.23,0.4881,3058.06,0.1,219.8,5.7
6632,Hyundai,Veracruz,Male,72,Expanded,Peru,Aniso,-14.82087,-73.330688,Goldenrod,False,2012-11-02,21459.07,0.0591,21943.93,0.23,224.2,11.0
6633,Pontiac,Firebird Formula,Male,52,standardization,Indonesia,Lela,-8.7377882,122.2171695,Goldenrod,True,2013-04-26,52740.57,0.5267,40722.59,0.24,237.0,11.7
6634,Mazda,Mazda3,Female,56,function,Madagascar,Soanindrariny,-19.90625,47.2342299,Mauv,True,2016-10-29,45014.03,0.4,46487.64,0.24,145.4,2.8
6635,Dodge,Caravan,Male,22,hub,China,Yonghe,36.759507,110.632006,Puce,False,2006-06-30,54926.77,0.2555,18115.5,0.16,122.8,3.7
6636,Ford,Econoline E250,Female,51,installation,China,Miaoxi,30.779444,120.00922,Pink,True,2015-09-03,42424.57,0.4397,11303.03,0.18,146.7,2.3
6637,Lincoln,LS,Female,50,user-facing,Brazil,Adamantina,-21.6824831,-51.0741711,Goldenrod,True,2012-02-23,56529.82,0.448,46736.44,0.05,132.3,3.8
6638,Toyota,Tacoma,Female,40,conglomeration,Sierra Leone,Zimmi,7.3139328,-11.3062382,Yellow,True,2014-04-27,71336.57,0.6969,34936.84,0.09,217.1,12.6
6639,Lamborghini,Aventador,Female,60,empowering,French Polynesia,Taunoa,-17.5278467,-149.5548753,Purple,True,2010-12-23,15518.12,0.0472,38302.83,0.19,180.2,12.1
6640,Buick,Skylark,Female,61,hub,South Africa,Mthatha,-31.5720128,28.7649835,Purple,False,2005-03-06,51504.02,0.5175,46938.03,0.15,131.9,12.3
6641,Cadillac,DeVille,Female,43,Optimized,Brazil,Manaus,-3.1190275,-60.0217314,Goldenrod,True,2015-04-18,53500.48,0.2673,21204.62,0.13,140.0,10.8
6642,BMW,Z4,Female,54,client-server,Israel,Pardesiyya,32.305011,34.911731,Yellow,True,2016-01-29,18720.19,0.4409,26654.28,0.2,135.8,11.9
6643,Infiniti,M,Male,51,incremental,Sweden,Svalöv,55.9128355,13.0879461,Fuscia,True,2006-12-20,63214.83,0.6631,24255.92,0.04,153.2,8.0
6644,Audi,A4,Male,26,core,Russia,Lesnyye Polyany,51.247228,58.498546,Aquamarine,True,2002-12-16,44957.75,0.4789,45233.86,0.16,156.3,13.2
6645,Ford,Taurus,Male,47,solution-oriented,Thailand,Tak Bai,6.2479238,102.0032957,Puce,True,2020-05-28,29052.99,0.5945,42392.06,0.16,137.8,4.0
6646,Honda,Odyssey,Male,48,tangible,Tanzania,Mafinga,-8.3026125,35.2917432,Orange,True,2006-09-19,68750.64,0.5438,24832.8,0.08,141.4,2.2
6647,Lexus,GS,Female,59,intermediate,China,Jining,35.414982,116.587282,Purple,False,2009-12-02,26034.27,0.0455,22722.04,0.02,191.8,10.8
